B-01,B-02,B-04,B-05,B-06,B-07,B-08,B-09,B-10,B-11,B-12,B-13,B-14,B-15,B-16,B-17,B-18,B-19,B-20,B-21,B-22,B-23,Average,Variance,Zone 1,Zone 2,Zone 3
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4090909090909091,3.5144628099173554,0.0,1.8,0.0
0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.5909090909090909,4.059917355371903,0.0,1.8,0.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.4090909090909091,3.514462809917356,0.0,1.8,0.0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0.8181818181818182,6.694214876033057,0.0,1.8,0.5625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,1992,9,0,0,0,0,0,0,0,0,0,0,0,0,90.95454545454545,172097.49793388427,1992.0,0.0,0.5625
0,0,18,0,9,141,0,0,3672,9,0,0,54,0,0,0,0,0,0,0,0,0,177.4090909090909,582474.5144628099,3672.0,39.0,2.25
0,0,18,0,9,1752,18,0,10044,0,0,0,120,0,0,0,0,0,0,0,0,9,544.0909090909091,4429721.900826447,10044.0,378.0,2.25
12,0,93,0,0,657,27,0,10044,0,0,0,87,0,0,0,0,9,0,0,0,123,502.3636363636364,4354261.958677685,10044.0,154.2,14.8125
72,0,318,0,0,483,21,0,8347,0,0,0,804,0,0,0,0,0,0,0,0,186,465.04545454545456,2997071.770661156,8347.0,261.6,36.0
90,97,765,33,211,7713,312,0,24321,0,0,0,804,0,0,0,0,9,0,0,0,120,1567.0454545454545,27199277.407024767,24321.0,1765.8,82.8125
183,207,906,33,594,3666,276,0,16563,0,0,0,252,0,0,0,0,9,0,0,0,192,1040.0454545454545,12063771.316115705,16563.0,838.8,132.75
213,285,570,90,282,780,165,0,36765,0,0,54,543,9,0,0,0,4,0,0,0,369,1824.0454545454545,58185312.31611569,36765.0,299.4,116.6875
204,330,570,99,120,210,171,0,14145,0,0,9,1179,9,0,0,0,0,0,0,0,390,792.5454545454545,8562611.975206615,14145.0,313.8,107.625
408,246,739,30,9,180,138,0,23007,9,0,18,2241,18,0,105,0,0,9,0,0,351,1250.3636363636363,22768622.231404956,23007.0,536.4,113.6875
513,246,594,84,9,1014,81,0,45396,48,0,18,3588,60,0,105,0,0,9,0,0,297,2366.4545454545455,88740552.79338841,45396.0,969.6,113.625
720,315,537,60,111,2502,342,0,14253,144,147,18,1743,0,0,0,0,9,27,0,0,210,960.8181818181819,8784670.239669424,14253.0,917.4,143.625
561,792,1236,150,84,3531,729,0,11586,84,147,28,1275,9,0,0,6,9,27,0,0,210,930.1818181818181,6018131.603305784,11586.0,1108.8,208.375
561,864,822,267,150,2367,450,0,2277,63,147,18,1587,51,114,0,6,4,18,0,0,387,461.5,492964.1590909091,2277.0,891.0,213.8125
