B-01,B-02,B-04,B-05,B-06,B-07,B-08,B-09,B-10,B-11,B-12,B-13,B-14,B-15,B-16,B-17,B-18,B-19,B-20,B-21,B-22,B-23,Average,Variance,Zone 1,Zone 2,Zone 3
0,45,0,0,9,0,9,0,45,0,13,0,0,0,0,9,0,0,0,0,4,0,6.090909090909091,166.44628099173556,45.0,3.6,4.4375
0,45,0,0,0,0,0,0,0,21,9,30,0,4,0,9,6,0,0,0,9,0,6.045454545454546,129.86157024793394,0.0,2.6,7.5
0,45,0,0,0,0,0,0,0,51,0,21,0,9,0,0,0,0,0,0,0,0,5.7272727272727275,201.198347107438,0.0,1.8,7.3125
0,22,0,0,0,0,0,0,0,30,0,21,0,0,0,0,0,0,0,39,0,0,5.090909090909091,126.17355371900825,0.0,0.0,7.0
0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,30,0,0,48,9,0,4.818181818181818,134.3305785123967,0.0,0.0,6.625
0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,30,0,0,9,9,0,3.0,46.63636363636364,0.0,0.0,4.125
6,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,1.0454545454545454,5.679752066115703,0.0,0.0,1.4375
0,0,4,0,0,66,0,0,15600,171,0,0,0,0,0,0,0,0,0,0,9,0,720.4545454545455,10544294.975206608,15600.0,13.2,11.5
15,0,0,0,0,789,9,0,27069,30,0,0,123,0,0,0,0,9,0,0,9,0,1275.1363636363637,31709017.20867768,27069.0,184.2,3.9375
366,60,93,0,4,723,30,0,20352,0,0,0,321,0,0,21,0,9,0,18,9,27,1001.5,17859654.613636363,20352.0,219.0,36.625
642,0,921,0,0,348,21,9,7863,162,0,0,141,0,0,21,0,9,0,18,9,126,467.72727272727275,2657218.8347107437,7863.0,106.2,118.5
852,39,366,0,39,540,0,0,11106,0,0,9,300,0,9,0,0,4,0,0,9,66,606.3181818181819,5295667.035123967,11106.0,168.0,87.0625
678,324,366,0,39,1431,0,0,33867,0,0,117,654,0,9,0,0,9,0,0,4,192,1713.1818181818182,49346827.78512396,33867.0,417.0,108.625
618,594,877,0,354,8652,42,0,12612,0,0,171,366,0,0,0,6,18,0,0,0,579,1131.3181818181818,9449638.035123968,12612.0,1812.0,201.0625
516,594,897,9,354,1089,1926,0,29313,0,0,138,468,0,0,0,6,9,0,0,9,1518,1674.8181818181818,36660395.60330581,29313.0,696.6,253.125
405,637,1164,9,288,390,432,0,30198,0,0,138,612,18,0,0,0,9,0,0,0,1029,1605.8636363636363,39044769.11776862,30198.0,290.4,229.9375
714,597,486,37,90,1524,192,0,14217,0,0,148,2580,27,0,0,0,9,0,0,0,627,965.8181818181819,8733860.78512397,14217.0,864.6,169.25
1194,714,468,123,45,3129,522,0,12969,0,0,150,1545,48,0,33,6,4,0,0,0,444,972.4545454545455,7374323.157024792,12969.0,1055.4,196.75
1224,762,468,111,36,2892,579,0,9324,0,0,210,1869,48,0,33,6,0,9,0,0,387,816.2727272727273,3953602.56198347,9324.0,1084.2,200.8125
780,906,507,111,45,924,675,0,4637,66,0,186,1809,54,0,0,0,9,9,0,0,597,514.3181818181819,1016509.5805785122,4637.0,692.4,201.0
588,906,666,162,45,2202,675,0,7326,27,0,336,2652,60,0,0,15,9,0,0,0,306,726.1363636363636,2557152.3904958675,7326.0,1117.8,191.25
951,871,597,606,67,2124,814,0,23049,21,0,336,1752,30,0,9,0,0,42,0,0,360,1437.6818181818182,22575649.853305776,23049.0,945.8,240.6875
861,837,816,669,336,1275,954,0,57657,258,30,249,1776,51,9,9,15,0,51,0,0,561,3018.818181818182,142392988.785124,57657.0,813.0,293.25
1080,1014,711,348,474,3258,529,0,18978,39,30,54,2754,18,0,0,6,21,18,0,0,534,1357.5454545454545,15519839.429752061,18978.0,1311.8,270.5625
879,660,711,165,438,1116,96,0,13449,30,25,54,1947,18,0,0,0,42,60,0,0,414,913.8181818181819,7712001.694214878,13449.0,635.4,217.375
1110,813,685,120,468,1959,96,9,14526,0,0,111,1317,105,69,0,15,0,42,0,0,432,994.4090909090909,8983813.332644626,14526.0,695.4,242.125
1155,813,1011,99,468,498,289,9,11577,60,0,120,1326,27,114,0,21,9,0,0,0,438,819.7272727272727,5672903.652892562,11577.0,428.0,269.8125
912,792,825,156,393,351,483,9,5934,48,30,120,1395,57,45,0,21,9,9,0,0,429,546.2727272727273,1521626.652892562,5934.0,457.2,237.375
1179,831,1023,126,405,3459,346,18,15870,27,30,102,1761,69,33,0,15,9,30,0,0,357,1167.7272727272727,10931699.925619837,15870.0,1127.0,261.5625
894,1212,1236,126,756,3087,609,36,14469,0,30,369,1500,69,42,0,0,9,84,9,0,378,1132.5,8998383.886363637,14469.0,1053.0,323.8125
687,990,1236,275,795,5097,741,27,12009,39,15,675,699,69,27,0,6,0,63,9,0,648,1095.7727272727273,6790562.448347108,12009.0,1321.2,343.25
687,1038,1197,424,714,1266,3414,9,10449,48,0,795,624,69,51,0,6,69,9,0,0,678,979.4090909090909,4841087.696280992,10449.0,1074.6,357.8125
687,1038,1200,321,714,5667,933,9,8745,30,51,294,1140,144,60,0,42,30,63,39,27,651,994.7727272727273,4233576.81198347,8745.0,1576.8,328.5
762,961,1068,243,1006,1353,1287,30,12390,39,21,294,1215,177,48,9,21,129,111,78,18,438,986.2727272727273,6415531.743801652,12390.0,808.2,329.1875
690,921,1533,1059,978,1353,336,0,23211,93,39,244,1986,144,60,9,0,129,57,30,0,726,1527.1818181818182,22714652.33057851,23211.0,765.6,409.9375
648,630,1122,1287,762,1147,747,138,6180,159,39,375,1905,237,132,9,138,69,21,9,114,735,754.6818181818181,1650702.4896694212,6180.0,809.0,398.625
669,594,1122,537,390,941,675,84,6180,186,49,429,1080,237,66,9,153,0,39,66,114,444,639.2727272727273,1578956.47107438,6180.0,588.4,308.875
