Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env
8/8/2020,0.4348 ,10:26:06,3.80875,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4349 ,10:26:16,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4350 ,10:26:26,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4351 ,10:26:36,3.81125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4353 ,10:26:46,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4356 ,10:27:13,3.81125,0,0,0,255,44,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4357 ,10:27:23,3.81,0,0,0,186,38,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4358 ,10:27:33,3.81,0,0,0,156,31,7,0,0,0,0,0,0,0,0,0
8/8/2020,0.4359 ,10:27:43,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4360 ,10:27:53,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4363 ,10:28:13,3.8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4364 ,10:28:23,3.805,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4365 ,10:28:33,3.805,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4366 ,10:28:43,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4367 ,10:28:53,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4370 ,10:29:13,3.80875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4371 ,10:29:23,3.80875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4372 ,10:29:33,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4373 ,10:29:43,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4374 ,10:29:53,3.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4377 ,10:30:13,3.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4378 ,10:30:23,3.80625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4379 ,10:30:33,3.8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4380 ,10:30:43,3.8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4381 ,10:30:53,3.80875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4383 ,10:31:13,3.80875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4385 ,10:31:23,3.8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4386 ,10:31:33,3.80625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4387 ,10:31:43,3.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4388 ,10:31:53,3.80375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4390 ,10:32:13,3.80375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4392 ,10:32:23,3.8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4393 ,10:32:33,3.8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4394 ,10:32:43,3.8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4395 ,10:32:53,3.8075,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4397 ,10:33:13,3.8075,0,0,0,36,3,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4398 ,10:33:23,3.8075,0,0,0,99,17,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4400 ,10:33:33,3.80625,0,0,0,150,7,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4401 ,10:33:43,3.805,0,0,0,81,3,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4402 ,10:33:53,3.805,0,0,0,81,10,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4404 ,10:34:13,3.80625,0,0,0,48,3,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4405 ,10:34:23,3.80625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4407 ,10:34:33,3.805,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4408 ,10:34:43,3.805,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4409 ,10:34:53,3.805,0,0,0,66,10,0,0,0,0,0,0,0,0,0,0
