Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
8/8/2020,0.4519 ,10:50:47,4.00875,0,0,0,9,3,3,3,0,0,0,0,0,0,0,0,21.450001,47.320312,101283.8438,3.427314
8/8/2020,0.4520 ,10:50:57,4.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.469999,47.204102,101280.4063,3.71352
8/8/2020,0.4522 ,10:51:07,4.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.48,47.109375,101284.7422,3.352369
8/8/2020,0.4523 ,10:51:17,4.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.52,46.932617,101276.1719,4.066131
8/8/2020,0.4524 ,10:51:27,4.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.549999,46.924805,101279.9297,3.752754
8/8/2020,0.4525 ,10:51:37,4.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.57,46.818359,101275.1094,4.154664
8/8/2020,0.4526 ,10:51:47,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.59,46.795898,101273.0391,4.326699
8/8/2020,0.4527 ,10:51:57,4.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.59,46.652344,101276.625,4.028405
8/8/2020,0.4529 ,10:52:07,4.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.620001,46.678711,101275,4.163718
8/8/2020,0.4530 ,10:52:17,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.629999,46.631836,101275.75,4.101343
8/8/2020,0.4531 ,10:52:27,4.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,46.597656,101273.7109,4.270863
8/8/2020,0.4532 ,10:52:37,4.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.67,46.563477,101276.2578,4.059089
8/8/2020,0.4533 ,10:52:47,4.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.690001,48.175781,101278.3281,3.886554
8/8/2020,0.4534 ,10:52:57,4.01625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.700001,47.756836,101274.9688,4.166233
8/8/2020,0.4536 ,10:53:07,4.01625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.719999,47.385742,101282.0781,3.989169
8/8/2020,0.4537 ,10:53:17,4.01625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,47.112305,101274.9375,4.168748
8/8/2020,0.4538 ,10:53:27,4.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.76,46.814453,101276.5625,4.033435
8/8/2020,0.4539 ,10:53:37,4.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.780001,46.540039,101277.7344,3.93585
