Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env
8/8/2020,0.4347 ,10:26:02,3.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4349 ,10:26:12,3.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4350 ,10:26:22,3.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4351 ,10:26:33,3.89375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4352 ,10:26:43,3.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4355 ,10:27:10,3.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4356 ,10:27:20,3.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4358 ,10:27:30,3.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4359 ,10:27:40,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4360 ,10:27:50,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4362 ,10:28:10,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4363 ,10:28:20,3.89125,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4365 ,10:28:30,3.8925,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4366 ,10:28:40,3.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4367 ,10:28:50,3.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4369 ,10:29:10,3.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4370 ,10:29:20,3.89125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4372 ,10:29:30,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4373 ,10:29:40,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4374 ,10:29:50,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4376 ,10:30:10,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4377 ,10:30:20,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4378 ,10:30:30,3.89125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4380 ,10:30:40,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4381 ,10:30:50,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4383 ,10:31:10,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4384 ,10:31:20,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4385 ,10:31:30,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4387 ,10:31:40,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4388 ,10:31:50,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4390 ,10:32:10,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4391 ,10:32:20,3.88875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4392 ,10:32:30,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4394 ,10:32:40,3.885,0,0,0,363,121,41,12,6,3,0,5,9,0,5,9
8/8/2020,0.4395 ,10:32:50,3.8875,0,0,0,54,18,3,3,3,3,0,0,1,0,0,1
8/8/2020,0.4397 ,10:33:10,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4398 ,10:33:20,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4399 ,10:33:30,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4400 ,10:33:40,3.88625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4402 ,10:33:50,3.88875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4404 ,10:34:10,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4405 ,10:34:20,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4406 ,10:34:30,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4407 ,10:34:40,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4409 ,10:34:50,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4411 ,10:35:10,3.88625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4412 ,10:35:20,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4413 ,10:35:30,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4414 ,10:35:40,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4416 ,10:35:50,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4418 ,10:36:10,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4419 ,10:36:20,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4420 ,10:36:30,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4421 ,10:36:40,3.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4422 ,10:36:50,3.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4425 ,10:37:10,3.88625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4426 ,10:37:20,3.88625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4427 ,10:37:30,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4428 ,10:37:40,3.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4429 ,10:37:50,3.88625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4437 ,10:38:55,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4438 ,10:39:05,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4439 ,10:39:15,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4440 ,10:39:25,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4442 ,10:39:35,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4445 ,10:40:02,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4446 ,10:40:12,3.88375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4447 ,10:40:22,3.88375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4448 ,10:40:32,3.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4449 ,10:40:42,3.88125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4452 ,10:41:02,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4453 ,10:41:12,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4454 ,10:41:22,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4455 ,10:41:32,3.88375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4456 ,10:41:42,3.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4459 ,10:42:02,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4460 ,10:42:12,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4461 ,10:42:22,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4462 ,10:42:32,3.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4463 ,10:42:42,3.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4466 ,10:43:02,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4467 ,10:43:12,3.88375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4468 ,10:43:22,3.88375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4469 ,10:43:32,3.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4470 ,10:43:42,3.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4472 ,10:44:02,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
