Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
8/8/2020,0.4488 ,10:46:14,3.96625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.389999,48.345703,101272.8281,4.344809
8/8/2020,0.4489 ,10:46:24,3.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,48.311523,101272.1641,4.400143
8/8/2020,0.4490 ,10:46:34,3.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,48.206055,101268.1875,4.731146
8/8/2020,0.4491 ,10:46:44,3.9575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,48.195312,101270.3359,4.552061
8/8/2020,0.4492 ,10:46:54,3.95625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.450001,48.22168,101275.1094,4.154664
8/8/2020,0.4494 ,10:47:04,3.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.469999,48.140625,101279.0781,3.824181
8/8/2020,0.4495 ,10:47:14,3.96625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.48,48.058594,101279.8047,3.76382
8/8/2020,0.4496 ,10:47:24,3.96625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.49,48.011719,101265.2813,4.973118
8/8/2020,0.4497 ,10:47:34,3.96625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.51,48.014648,101270.6016,4.53043
8/8/2020,0.4498 ,10:47:44,3.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.52,47.908203,101267.7031,4.771894
8/8/2020,0.4499 ,10:47:54,3.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.530001,47.839844,101266.5313,4.869487
8/8/2020,0.4501 ,10:48:11,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.549999,47.746094,101272.6953,4.355875
8/8/2020,0.4503 ,10:48:28,3.96375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.58,47.654297,101277.3906,3.964521
8/8/2020,0.4539 ,10:53:35,3.94875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46.854492,101273.9531,4.251245
8/8/2020,0.4540 ,10:53:45,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.030001,46.94043,101280,3.747221
8/8/2020,0.4541 ,10:53:55,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.049999,46.692383,101276.4688,4.04098
8/8/2020,0.4542 ,10:54:05,3.95875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.07,46.635742,101271.9688,4.41624
