Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
8/8/2020,0.4475 ,10:44:24,4.02875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.610001,47.834961,101269.1094,4.65418
8/8/2020,0.4477 ,10:44:39,4.01375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.639999,47.56543,101271.4531,4.458998
8/8/2020,0.4478 ,10:44:49,4.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.68,47.9375,101266.7188,4.853389
8/8/2020,0.4479 ,10:44:59,4.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.700001,47.666992,101269.1406,4.651664
8/8/2020,0.4480 ,10:45:09,4.01625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73,47.621094,101270.2188,4.561619
8/8/2020,0.4481 ,10:45:19,4.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,47.291016,101270.2969,4.555582
8/8/2020,0.4483 ,10:45:29,4.02875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.77,47.138672,101272.2969,4.389076
8/8/2020,0.4484 ,10:45:39,4.02875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.780001,47.044922,101270.25,4.559103
8/8/2020,0.4485 ,10:45:49,4.02875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.799999,47.046875,101271.8359,4.426804
8/8/2020,0.4486 ,10:45:59,4.02875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.82,47.844727,101272.0547,4.409197
8/8/2020,0.4487 ,10:46:09,4.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.83,47.288086,101271.4063,4.463022
8/8/2020,0.4488 ,10:46:19,4.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.85,47.206055,101271.1719,4.482641
8/8/2020,0.4491 ,10:46:42,4.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.889999,47.12793,101270.4766,4.540491
