Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
8/8/2020,0.4473 ,10:44:05,3.81625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.360001,49.321289,101231.8594,7.75745
8/8/2020,0.4474 ,10:44:15,3.81625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.389999,49.18457,101236.7891,7.346344
8/8/2020,0.4475 ,10:44:25,3.81625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,48.917969,101238.9219,7.169227
8/8/2020,0.4476 ,10:44:35,3.81625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.450001,48.920898,101238.2188,7.227595
8/8/2020,0.4477 ,10:44:45,3.81625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.469999,49.029297,101239.3047,7.137024
8/8/2020,0.4479 ,10:44:55,3.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,50.026367,101239.0156,7.161176
8/8/2020,0.4480 ,10:45:05,3.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.51,49.314453,101239.2813,7.139037
8/8/2020,0.4481 ,10:45:15,3.81125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.540001,49.037109,101238.9922,7.163692
8/8/2020,0.4482 ,10:45:25,3.81125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.57,48.748047,101232.9141,7.669391
8/8/2020,0.4483 ,10:45:35,3.79875,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,21.59,48.585938,101236.9922,7.32974
8/8/2020,0.4484 ,10:45:45,3.81125,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,21.620001,48.389648,101237.8984,7.254263
8/8/2020,0.4486 ,10:45:55,3.81375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.629999,48.333008,101234.75,7.516924
8/8/2020,0.4487 ,10:46:05,3.8025,0,0,0,108,29,0,0,0,0,0,0,0,0,0,0,21.66,48.769531,101238.8594,7.174259
8/8/2020,0.4488 ,10:46:15,3.81375,0,0,0,108,29,0,0,0,0,0,0,0,0,0,0,21.68,48.361328,101238.3359,7.218035
8/8/2020,0.4489 ,10:46:25,3.81625,0,0,0,186,27,0,0,0,0,0,0,0,0,0,0,21.700001,48.177734,101232.25,7.724742
8/8/2020,0.4490 ,10:46:35,3.80375,0,0,0,1362,280,0,0,0,0,4,4,4,4,4,4,21.719999,48.15625,101235.5156,7.453019
8/8/2020,0.4491 ,10:46:45,3.81375,0,0,0,1302,274,0,0,0,0,3,3,3,3,3,3,21.74,48.344727,101233.7969,7.596428
8/8/2020,0.4492 ,10:46:55,3.8125,0,0,0,339,48,0,0,0,0,0,0,0,0,0,0,21.76,48.137695,101238.8594,7.174259
8/8/2020,0.4494 ,10:47:05,3.8,0,0,0,261,41,0,0,0,0,0,0,0,0,0,0,21.780001,47.916992,101230.9688,7.831421
8/8/2020,0.4495 ,10:47:15,3.81125,0,0,0,303,52,0,0,0,0,0,0,0,0,0,0,21.799999,47.895508,101231.4375,7.792675
8/8/2020,0.4496 ,10:47:25,3.81125,0,0,0,246,42,0,0,0,0,0,0,0,0,0,0,21.809999,47.780273,101234.9063,7.503841
8/8/2020,0.4497 ,10:47:35,3.79875,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,21.83,47.734375,101230.7656,7.84853
8/8/2020,0.4498 ,10:47:45,3.81125,0,0,0,39,13,0,0,0,0,0,0,0,0,0,0,21.85,47.689453,101230.4219,7.877213
8/8/2020,0.4499 ,10:47:55,3.81375,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,21.860001,47.621094,101235.2813,7.472643
8/8/2020,0.4501 ,10:48:05,3.80625,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21.879999,47.598633,101232.1406,7.7338
8/8/2020,0.4502 ,10:48:15,3.81375,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21.889999,47.482422,101230.9688,7.831421
8/8/2020,0.4503 ,10:48:25,3.81375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,47.402344,101236.25,7.624607
8/8/2020,0.4504 ,10:48:35,3.80625,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,21.92,47.345703,101239.5078,7.12042
8/8/2020,0.4505 ,10:48:45,3.81375,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,21.93,47.380859,101233.3281,7.635174
8/8/2020,0.4506 ,10:48:55,3.81375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.940001,47.348633,101226.4219,8.21034
8/8/2020,0.4508 ,10:49:05,3.81125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.959999,47.220703,101225.2578,8.307462
8/8/2020,0.4509 ,10:49:15,3.81375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.98,47.222656,101235.5156,7.453019
8/8/2020,0.4510 ,10:49:25,3.81125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.99,47.166016,101231.9844,7.747386
8/8/2020,0.4511 ,10:49:35,3.79875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,47.166992,101233.6172,7.611021
8/8/2020,0.4512 ,10:49:45,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.01,47.039062,101236.0625,7.407732
8/8/2020,0.4513 ,10:49:55,3.80875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.02,47.087891,101233.5,7.620581
8/8/2020,0.4514 ,10:50:05,3.80375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.030001,46.995117,101237.9531,7.249734
8/8/2020,0.4516 ,10:50:15,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.049999,46.972656,101239,7.162183
8/8/2020,0.4517 ,10:50:29,3.81375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.07,46.974609,101230.6641,7.857084
8/8/2020,0.4518 ,10:50:39,3.81375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.07,46.962891,101232.4688,7.706627
8/8/2020,0.4520 ,10:50:49,3.81375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.09,46.953125,101231.9766,7.74789
8/8/2020,0.4521 ,10:50:59,3.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,46.908203,101233.2031,7.645741
8/8/2020,0.4522 ,10:51:09,3.81125,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,22.110001,46.814453,101233.4297,7.393643
8/8/2020,0.4523 ,10:51:19,3.81125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.129999,46.792969,101233.1406,7.650773
8/8/2020,0.4524 ,10:51:29,3.81125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.129999,46.829102,101235.7656,7.431885
8/8/2020,0.4525 ,10:51:39,3.80875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.139999,46.783203,101231.7969,7.762482
8/8/2020,0.4527 ,10:51:49,3.80875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.15,46.773438,101226.4375,8.20883
8/8/2020,0.4528 ,10:51:59,3.8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.17,47.430664,101235.9063,7.420312
8/8/2020,0.4529 ,10:52:09,3.80875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.18,47.514648,101235.1406,7.484217
8/8/2020,0.4530 ,10:52:19,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.190001,46.916992,101245.75,6.915632
