Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
8/8/2020,0.4520 ,10:50:52,3.97375,0,0,0,18,3,3,3,0,0,0,0,0,0,0,0,21.870001,47.984375,101310.625,1.196792
8/8/2020,0.4521 ,10:51:02,3.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.889999,47.833984,101310.4688,1.096216
8/8/2020,0.4522 ,10:51:12,3.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.92,47.662109,101319.7266,0.438975
8/8/2020,0.4523 ,10:51:22,3.97375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.940001,47.558594,101313.5859,0.950382
8/8/2020,0.4525 ,10:51:32,3.97875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.98,47.515625,101314.5781,0.867912
8/8/2020,0.4526 ,10:51:42,3.98125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.99,47.458008,101314.9375,0.83774
8/8/2020,0.4527 ,10:51:52,3.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.02,47.332031,101311.8906,1.09169
8/8/2020,0.4528 ,10:52:02,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.02,47.356445,101311.375,1.134434
8/8/2020,0.4529 ,10:52:12,3.98125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.040001,47.25293,101317.5313,0.622013
8/8/2020,0.4530 ,10:52:22,3.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.07,47.231445,101313.2188,0.980554
8/8/2020,0.4531 ,10:52:32,3.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.09,47.152344,101312.9688,1.001675
8/8/2020,0.4533 ,10:52:42,3.97625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,47.037109,101312.3906,1.049951
8/8/2020,0.4534 ,10:52:52,3.96375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.129999,49.746094,101312.0781,1.075598
8/8/2020,0.4535 ,10:53:02,3.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.17,48.450195,101316.2188,0.731133
8/8/2020,0.4536 ,10:53:12,3.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.18,47.901367,101314.7969,0.849808
8/8/2020,0.4537 ,10:53:22,3.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.209999,47.517578,101314.4844,0.875455
8/8/2020,0.4538 ,10:53:32,3.97875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.219999,47.295898,101312.0781,1.075598
8/8/2020,0.4540 ,10:53:42,3.97875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25,47.169922,101320.4844,0.37612
8/8/2020,0.4541 ,10:53:52,3.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.27,46.996094,101320.6875,0.359526
8/8/2020,0.4542 ,10:54:02,3.97875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.280001,46.949219,101318.375,0.551613
8/8/2020,0.4543 ,10:54:12,3.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.299999,46.880859,101319.5156,0.457078
8/8/2020,0.4544 ,10:54:22,3.9725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.33,46.848633,101319.7266,0.438975
8/8/2020,0.4545 ,10:54:32,3.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.34,46.780273,101316.4063,0.715544
8/8/2020,0.4547 ,10:54:42,3.97375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.35,46.758789,101314.8828,0.842768
8/8/2020,0.4548 ,10:54:52,3.97375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.370001,46.702148,101308.7656,1.351681
8/8/2020,0.4549 ,10:55:02,3.97375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.379999,48.835938,101308.1875,1.399958
8/8/2020,0.4550 ,10:55:12,3.97625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,46.857422,101309.3906,1.29938
8/8/2020,0.4551 ,10:55:22,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,46.4375,101318.2813,0.559659
8/8/2020,0.4554 ,10:55:47,3.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.459999,46.441406,101312.8594,1.010727
8/8/2020,0.4555 ,10:55:57,3.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49,46.12793,101316.7109,0.689898
8/8/2020,0.4556 ,10:56:07,3.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49,45.916016,101316.2188,0.731133
8/8/2020,0.4558 ,10:56:17,3.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.51,46.046875,101311.5313,1.121359
8/8/2020,0.4559 ,10:56:27,3.96375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.530001,45.884766,101313.5938,0.949879
8/8/2020,0.4560 ,10:56:37,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.559999,45.818359,101317.7969,0.599887
8/8/2020,0.4562 ,10:56:59,3.97125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,45.881836,101321,0.332875
8/8/2020,0.4564 ,10:57:16,3.97375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.620001,45.460938,101316.25,0.728619
8/8/2020,0.4566 ,10:57:33,3.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.639999,45.344727,101317.875,0.592847
8/8/2020,0.4568 ,10:57:50,3.97625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.639999,45.30957,101313.7734,0.934793
8/8/2020,0.4570 ,10:58:07,3.97375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.66,45.206055,101312.6719,1.026316
