Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
8/8/2020,0.4488 ,10:46:18,3.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.82,49.660156,101272,4.413724
8/8/2020,0.4489 ,10:46:28,3.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,49.685547,101272.1875,4.39813
8/8/2020,0.4491 ,10:46:38,3.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.85,49.508789,101270.3516,4.551055
8/8/2020,0.4492 ,10:46:48,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.860001,49.582031,101263.7891,5.097375
8/8/2020,0.4493 ,10:46:58,3.9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.879999,49.607422,101268.0469,4.742716
8/8/2020,0.4494 ,10:47:08,3.9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,49.479492,101271.2734,4.440889
8/8/2020,0.4495 ,10:47:18,3.9175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.91,49.443359,101266.3594,4.883573
8/8/2020,0.4496 ,10:47:28,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.93,49.411133,101262.8438,5.176358
8/8/2020,0.4497 ,10:47:38,3.92875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.940001,49.364258,101259.7656,5.432426
8/8/2020,0.4499 ,10:47:48,3.9175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.950001,49.271484,101261.1875,5.314201
8/8/2020,0.4500 ,10:47:58,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.969999,49.19043,101259.7188,5.43645
8/8/2020,0.4501 ,10:48:08,3.9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.99,49.132812,101269.2969,4.638585
8/8/2020,0.4502 ,10:48:18,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49.050781,101267.0156,4.828739
8/8/2020,0.4503 ,10:48:28,3.9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.030001,49.053711,101271.0625,4.491696
8/8/2020,0.4504 ,10:48:38,3.93125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.040001,49.411133,101263.8672,5.090836
8/8/2020,0.4506 ,10:48:48,3.9225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.059999,49.318359,101263.4609,5.125044
8/8/2020,0.4507 ,10:48:58,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.07,49.011719,101261.5938,5.279992
8/8/2020,0.4508 ,10:49:08,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,48.907227,101263.7969,5.096872
8/8/2020,0.4509 ,10:49:18,3.91875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.110001,48.717773,101263.9688,5.082283
8/8/2020,0.4510 ,10:49:28,3.92625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.120001,48.81543,101266.7969,4.846849
8/8/2020,0.4511 ,10:49:38,3.92625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.139999,48.746094,101263.5,5.121523
8/8/2020,0.4513 ,10:49:48,3.91625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.16,48.652344,101260.6328,5.327281
8/8/2020,0.4514 ,10:49:58,3.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,48.623047,101251.7266,6.102056
8/8/2020,0.4515 ,10:50:08,3.92875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.190001,48.513672,101268.3281,4.719576
8/8/2020,0.4516 ,10:50:18,3.9175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.209999,48.457031,101261.9531,5.250813
8/8/2020,0.4517 ,10:50:28,3.92875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.23,48.780273,101266.2031,4.896149
8/8/2020,0.4518 ,10:50:38,3.9275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,48.496094,101261.4688,5.290556
8/8/2020,0.4519 ,10:50:48,3.91625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.26,48.426758,101266.1875,4.897658
8/8/2020,0.4521 ,10:50:58,3.9275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.280001,48.429688,101264.7188,5.019903
8/8/2020,0.4522 ,10:51:08,3.9275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.299999,48.359375,101265.3125,4.970603
8/8/2020,0.4523 ,10:51:18,3.9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.32,48.266602,101266.0781,4.906713
8/8/2020,0.4524 ,10:51:28,3.9225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.34,48.256836,101270.3281,4.552564
8/8/2020,0.4525 ,10:51:38,3.9225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.360001,48.176758,101272.9688,4.332736
8/8/2020,0.4526 ,10:51:48,3.91125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.379999,48.155273,101267.6094,4.779439
8/8/2020,0.4528 ,10:51:58,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.389999,48.084961,101272.0781,4.407185
8/8/2020,0.4529 ,10:52:08,3.9275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,48.026367,101266.9453,4.834776
8/8/2020,0.4530 ,10:52:18,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,48.017578,101268.7344,4.685872
8/8/2020,0.4531 ,10:52:28,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.440001,47.97168,101271.1563,4.48415
8/8/2020,0.4532 ,10:52:38,3.92625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.459999,47.948242,101268.2891,4.723097
8/8/2020,0.4533 ,10:52:48,3.91375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.469999,47.915039,101271.3281,4.469562
8/8/2020,0.4534 ,10:52:58,3.92625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,49.165039,101264.3203,5.053105
8/8/2020,0.4536 ,10:53:08,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,48.524414,101269.8281,4.594316
8/8/2020,0.4537 ,10:53:18,3.9175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.52,48.180664,101266.5156,4.870493
8/8/2020,0.4538 ,10:53:28,3.92125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.530001,47.96875,101266.7031,4.854395
8/8/2020,0.4539 ,10:53:38,3.92125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.549999,47.875977,101266.6563,4.858419
8/8/2020,0.4540 ,10:53:48,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.559999,47.830078,101265.2188,4.978652
8/8/2020,0.4541 ,10:53:58,3.9225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.58,47.749023,101269.0703,4.657701
8/8/2020,0.4543 ,10:54:08,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,47.655273,101270.4609,4.542
8/8/2020,0.4544 ,10:54:18,3.91875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.610001,47.621094,101268.5859,4.697945
8/8/2020,0.4545 ,10:54:28,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.629999,47.682617,101269.5781,4.614942
8/8/2020,0.4546 ,10:54:38,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.639999,47.625,101267.2969,4.805095
8/8/2020,0.4547 ,10:54:48,3.9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,47.578125,101262.1563,5.233205
8/8/2020,0.4548 ,10:54:58,3.92375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.67,47.533203,101262.5469,5.201008
8/8/2020,0.4550 ,10:55:08,3.9225,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21.690001,47.630859,101261.4766,5.290053
8/8/2020,0.4551 ,10:55:18,3.915,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21.709999,47.453125,101271.0625,4.491696
