Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
8/8/2020,0.4488 ,10:46:15,4.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,47.792969,101244.3125,6.719905
8/8/2020,0.4489 ,10:46:25,4.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.26,47.649414,101240.3125,7.052995
8/8/2020,0.4490 ,10:46:35,4.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.299999,47.485352,101248.3828,6.380788
8/8/2020,0.4491 ,10:46:45,3.99375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,47.367188,101240.8438,7.008717
8/8/2020,0.4492 ,10:46:55,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35,47.333008,101245.9922,6.58003
8/8/2020,0.4494 ,10:47:05,4.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.379999,47.276367,101247.3281,6.468837
8/8/2020,0.4495 ,10:47:15,3.99375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.379999,47.119141,101243.9531,6.750094
8/8/2020,0.4496 ,10:47:25,4.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,47.112305,101242.9688,6.832108
8/8/2020,0.4497 ,10:47:35,4.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.440001,47.052734,101241.7969,6.92972
8/8/2020,0.4498 ,10:47:45,3.99625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.469999,46.959961,101241.9531,6.916135
8/8/2020,0.4499 ,10:47:55,4.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.49,46.865234,101238.2344,7.226589
8/8/2020,0.4501 ,10:48:05,4.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.52,46.78418,101247.6094,6.445693
8/8/2020,0.4502 ,10:48:15,3.99625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.530001,46.700195,101248.7031,6.354122
8/8/2020,0.4503 ,10:48:25,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.549999,46.630859,101248.7656,6.349091
8/8/2020,0.4504 ,10:48:35,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.57,46.729492,101242.6328,6.859781
8/8/2020,0.4505 ,10:48:45,3.99125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.59,46.791016,101239.9063,7.087211
8/8/2020,0.4506 ,10:48:55,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.610001,46.587891,101235.3594,7.466102
8/8/2020,0.4508 ,10:49:05,4.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.629999,46.469727,101238.0938,7.238162
8/8/2020,0.4509 ,10:49:15,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,46.375,101243.8047,6.76217
8/8/2020,0.4510 ,10:49:25,4.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.67,46.352539,101246.1328,6.568458
8/8/2020,0.4511 ,10:49:35,4.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.690001,46.318359,101241.1719,6.981546
8/8/2020,0.4512 ,10:49:45,4.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.709999,46.188477,101243.5,6.78783
8/8/2020,0.4513 ,10:49:55,3.99625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73,46.15332,101244.3828,6.713867
8/8/2020,0.4514 ,10:50:05,4.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,46.047852,101243.0625,6.824058
8/8/2020,0.4516 ,10:50:15,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.77,45.989258,101247.8047,6.429089
8/8/2020,0.4517 ,10:50:25,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.790001,46.401367,101246.8984,6.50456
8/8/2020,0.4518 ,10:50:35,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.799999,46.113281,101245.7188,6.602672
8/8/2020,0.4519 ,10:50:45,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.83,46.005859,101248.4688,6.373744
8/8/2020,0.4520 ,10:50:55,3.99125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.84,45.97168,101249.1406,6.317897
8/8/2020,0.4521 ,10:51:05,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.860001,45.925781,101247.7969,6.429592
8/8/2020,0.4523 ,10:51:15,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.879999,45.854492,101242.2344,6.89299
8/8/2020,0.4524 ,10:51:25,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,45.796875,101245.9766,6.581037
8/8/2020,0.4525 ,10:51:35,4.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.92,45.895508,101246.4844,6.538773
8/8/2020,0.4526 ,10:51:45,4.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.940001,45.666992,101242.3125,6.886952
8/8/2020,0.4527 ,10:51:55,4.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.950001,45.548828,101250.0469,6.241924
8/8/2020,0.4528 ,10:52:05,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.969999,45.634766,101243.9063,6.753616
8/8/2020,0.4530 ,10:52:15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.98,45.564453,101245.5469,6.617263
8/8/2020,0.4531 ,10:52:25,3.99875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45.541016,101249.0469,6.325444
8/8/2020,0.4532 ,10:52:35,3.99875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.01,45.445312,101243.0547,6.824561
8/8/2020,0.4533 ,10:52:45,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.040001,45.436523,101244.375,6.714874
8/8/2020,0.4534 ,10:52:55,4.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.049999,45.896484,101241.2344,6.976514
8/8/2020,0.4535 ,10:53:05,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.07,46.587891,101244.1563,6.732987
8/8/2020,0.4536 ,10:53:15,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.08,45.81543,101247.2109,6.478396
8/8/2020,0.4538 ,10:53:25,4.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.09,45.5625,101247.8906,6.422045
8/8/2020,0.4539 ,10:53:35,4.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.110001,45.551758,101246.2969,6.554873
8/8/2020,0.4540 ,10:53:45,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.120001,45.480469,101252.0391,6.076397
8/8/2020,0.4541 ,10:53:55,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.139999,45.410156,101252.0938,6.071869
8/8/2020,0.4542 ,10:54:05,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.139999,45.422852,101250.5391,6.201171
8/8/2020,0.4543 ,10:54:15,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.15,45.230469,101245.125,6.652483
8/8/2020,0.4545 ,10:54:25,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.16,45.255859,101244.9531,6.666572
8/8/2020,0.4546 ,10:54:35,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.17,45.18457,101242.8125,6.84519
8/8/2020,0.4547 ,10:54:45,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.200001,45.270508,101243.3438,6.800912
8/8/2020,0.4548 ,10:54:55,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.200001,45.138672,101244.1641,6.732484
8/8/2020,0.4549 ,10:55:05,4.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.200001,45.585938,101241.3438,6.966954
8/8/2020,0.4550 ,10:55:15,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.219999,45.829102,101240.9844,6.997144
8/8/2020,0.4552 ,10:55:25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.23,47.076172,101246.3125,6.553364
8/8/2020,0.4553 ,10:55:35,3.99875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.23,45.456055,101247.7188,6.436133
8/8/2020,0.4554 ,10:55:45,3.9975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.24,47.283203,101248.375,6.381291
8/8/2020,0.4555 ,10:55:55,3.99875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25,45.542969,101250.6406,6.192618
8/8/2020,0.4556 ,10:56:05,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.26,45.120117,101248.4609,6.374248
8/8/2020,0.4557 ,10:56:15,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.27,46.44043,101249.1406,6.317897
8/8/2020,0.4565 ,10:57:18,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,44.671875,101251.3125,6.136772
8/8/2020,0.4566 ,10:57:28,4.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.530001,44.541992,101246.3906,6.546823
8/8/2020,0.4567 ,10:57:38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.559999,44.375,101246.75,6.516635
8/8/2020,0.4568 ,10:57:48,3.9975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.59,44.246094,101243.6563,6.774245
8/8/2020,0.4569 ,10:57:58,3.99625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.610001,44.139648,101243.5625,6.782799
8/8/2020,0.4570 ,10:58:08,3.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.639999,43.996094,101248.7031,6.354122
8/8/2020,0.4572 ,10:58:18,3.99625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.67,43.901367,101243.375,6.797894
8/8/2020,0.4573 ,10:58:28,3.99625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.690001,43.807617,101245.1094,6.65349
8/8/2020,0.4574 ,10:58:38,3.99875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.719999,43.676758,101247.25,6.475378
8/8/2020,0.4575 ,10:58:48,3.99375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75,43.570312,101247.75,6.433617
8/8/2020,0.4578 ,10:59:10,3.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.790001,43.416992,101248.1563,6.399907
8/8/2020,0.4580 ,10:59:27,3.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.83,43.251953,101245.875,6.590094
8/8/2020,0.4581 ,10:59:44,3.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.860001,43.133789,101247.0469,6.256515
8/8/2020,0.4583 ,11:00:01,3.9875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,43.00293,101255.6719,5.774027
8/8/2020,0.4585 ,11:00:18,3.9975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.92,42.932617,101248.6875,6.355631
