Date,Timenumber,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env
8/8/2020,0.4347 ,10:26:00,3.76625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4348 ,10:26:10,3.76625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4350 ,10:26:20,3.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4351 ,10:26:30,3.76625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4352 ,10:26:40,3.76625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4355 ,10:27:07,3.76375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4356 ,10:27:17,3.74375,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4357 ,10:27:27,3.74125,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4358 ,10:27:37,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4360 ,10:27:47,3.74375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4362 ,10:28:07,3.76375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4363 ,10:28:17,3.74625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4364 ,10:28:27,3.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4365 ,10:28:37,3.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4367 ,10:28:47,3.76125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4369 ,10:29:07,3.76125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4370 ,10:29:17,3.76125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4371 ,10:29:27,3.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4372 ,10:29:37,3.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4373 ,10:29:47,3.76375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4376 ,10:30:07,3.76125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4377 ,10:30:17,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4378 ,10:30:27,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4379 ,10:30:37,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4380 ,10:30:47,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4383 ,10:31:07,3.76125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4384 ,10:31:17,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4385 ,10:31:27,3.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4386 ,10:31:37,3.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4387 ,10:31:47,3.76125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4390 ,10:32:07,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4391 ,10:32:17,3.7375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4392 ,10:32:27,3.73875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4393 ,10:32:37,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4394 ,10:32:47,3.74375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4397 ,10:33:07,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4398 ,10:33:17,3.74375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4399 ,10:33:29,3.74125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4400 ,10:33:38,3.74125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4401 ,10:33:48,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4403 ,10:34:06,3.7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4405 ,10:34:16,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4406 ,10:34:26,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4407 ,10:34:36,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4408 ,10:34:46,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4410 ,10:35:06,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4412 ,10:35:16,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4413 ,10:35:26,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4414 ,10:35:36,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4415 ,10:35:46,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4417 ,10:36:06,3.76125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4419 ,10:36:16,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4420 ,10:36:26,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4421 ,10:36:36,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4422 ,10:36:46,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4424 ,10:37:06,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4425 ,10:37:16,3.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4427 ,10:37:26,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4428 ,10:37:36,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4429 ,10:37:46,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4431 ,10:38:06,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4432 ,10:38:16,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4434 ,10:38:26,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4435 ,10:38:36,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4436 ,10:38:46,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4438 ,10:39:06,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4439 ,10:39:16,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4441 ,10:39:26,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4442 ,10:39:36,3.76125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4443 ,10:39:46,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4454 ,10:41:23,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4455 ,10:41:33,3.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4456 ,10:41:43,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4458 ,10:41:53,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4459 ,10:42:03,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4462 ,10:42:30,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4463 ,10:42:40,3.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4464 ,10:42:50,3.74125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4465 ,10:43:00,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4466 ,10:43:10,3.73625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4469 ,10:43:30,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4470 ,10:43:40,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4471 ,10:43:50,3.74125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4472 ,10:44:00,3.74125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4473 ,10:44:10,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4476 ,10:44:30,3.7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4477 ,10:44:40,3.75125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4478 ,10:44:50,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4479 ,10:45:00,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4480 ,10:45:10,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4483 ,10:45:30,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4484 ,10:45:40,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4485 ,10:45:50,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4486 ,10:46:00,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4487 ,10:46:10,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4490 ,10:46:30,3.7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4491 ,10:46:40,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4492 ,10:46:50,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4493 ,10:47:00,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4494 ,10:47:10,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4497 ,10:47:30,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4498 ,10:47:40,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4499 ,10:47:50,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4500 ,10:48:00,3.7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4501 ,10:48:10,3.7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4503 ,10:48:30,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4505 ,10:48:40,3.74125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4506 ,10:48:50,3.74125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4507 ,10:49:00,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4508 ,10:49:10,3.74125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4510 ,10:49:30,3.7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4512 ,10:49:40,3.73875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4513 ,10:49:51,3.73625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4514 ,10:50:01,3.73875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4515 ,10:50:11,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4517 ,10:50:30,3.75875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4519 ,10:50:40,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4520 ,10:50:50,3.75375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4521 ,10:51:00,3.75125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4522 ,10:51:10,3.75125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4524 ,10:51:30,3.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4525 ,10:51:40,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2020,0.4527 ,10:51:50,3.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
